Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201501BS70179,528030,178650,-0.157211,51.492308,1,3,1,1,14/04/2015,3,13:00,12,E09000020,3,3217,1,30,1,2,3,3216,0,5,1,1,1,0,0,1,1,E01002902
201501BS70180,525860,178080,-0.188655,51.487672,1,3,2,1,14/04/2015,3,10:05,12,E09000020,3,3220,2,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01002893
201501BS70181,525330,178790,-0.196032,51.494170,1,3,2,2,07/01/2015,4,21:50,12,E09000020,3,4,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01002851
201501BS70183,524320,181280,-0.209696,51.516771,1,3,2,1,08/01/2015,5,08:50,12,E09000020,4,450,6,30,6,2,5,0,0,5,1,2,2,0,0,1,1,E01002879
201501BS70184,526680,177360,-0.177109,51.481019,1,3,2,1,05/01/2015,2,13:10,12,E09000020,3,3220,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002840
201501BS70185,525310,179430,-0.196093,51.499927,1,3,2,1,02/01/2015,6,23:32,12,E09000020,3,315,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002817
201501BS70186,523520,181060,-0.221297,51.514969,1,3,3,1,11/01/2015,1,15:40,11,E09000013,3,3220,3,30,1,2,3,3220,0,5,1,1,1,0,0,1,1,E01002877
201501BS70187,525420,179140,-0.194612,51.497296,1,3,2,1,03/01/2015,7,10:22,12,E09000020,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01002813
201501BS70188,525960,177410,-0.187454,51.481629,1,3,2,1,06/01/2015,3,16:28,12,E09000020,3,304,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01002897
201501BS70189,526170,177690,-0.184331,51.484098,1,3,2,1,12/01/2015,2,00:51,12,E09000020,3,308,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002912
201501BS70190,526820,177800,-0.174936,51.484941,1,3,2,1,04/01/2015,1,11:40,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,7,2,0,0,1,1,E01002845
201501BS70191,526150,178450,-0.184348,51.490933,1,3,1,2,08/01/2015,5,17:25,12,E09000020,6,0,6,30,3,4,3,3218,0,0,4,1,1,0,0,1,1,E01002836
201501BS70193,526180,177680,-0.184191,51.484006,1,3,1,1,06/01/2015,3,18:30,12,E09000020,3,3220,6,30,6,2,3,308,0,5,4,1,1,0,0,1,1,E01002912
201501BS70194,524440,181600,-0.207855,51.519620,1,3,1,1,06/01/2015,3,17:05,12,E09000020,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002855
201501BS70195,525850,178090,-0.188795,51.487764,1,3,4,2,08/01/2015,5,18:20,12,E09000020,3,3220,2,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002893
201501BS70196,524730,179100,-0.204561,51.497089,1,3,1,1,08/01/2015,5,11:15,12,E09000020,3,3220,2,30,6,2,3,315,0,5,1,5,2,0,0,1,1,E01002814
201501BS70198,523860,182490,-0.215898,51.527746,1,2,2,1,17/04/2015,6,23:20,1,E09000033,3,404,6,30,6,2,4,450,0,5,4,1,1,0,0,1,1,E01002852
201501BS70199,523420,181190,-0.222692,51.516159,1,3,2,1,19/04/2015,1,12:32,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002877
201501BS70200,526030,177530,-0.186404,51.482691,1,3,2,1,16/04/2015,5,21:20,12,E09000020,3,304,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002913
201501BS70201,526760,178280,-0.175627,51.489269,1,3,2,1,16/04/2015,5,14:45,12,E09000020,5,0,6,30,3,2,3,308,0,5,1,1,1,0,0,1,1,E01002910
201501BS70202,525290,180460,-0.196015,51.509188,1,3,2,1,17/04/2015,6,07:40,12,E09000020,3,402,3,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002884
201501BS70203,525890,179710,-0.187642,51.502314,1,3,1,1,16/04/2015,5,23:01,12,E09000020,3,315,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002889
201501BS70204,526450,178490,-0.180015,51.491225,1,3,2,1,18/04/2015,7,09:18,12,E09000020,3,3218,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002820
201501BS70205,526320,177410,-0.182272,51.481548,1,3,1,1,19/04/2015,1,11:40,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002913
201501BS70206,524930,180820,-0.201073,51.512503,1,3,2,4,18/04/2015,7,10:43,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002882
201501BS70207,523910,181390,-0.215564,51.517850,1,3,2,1,20/04/2015,2,19:33,12,E09000020,4,412,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002878
201501BS70208,527100,178170,-0.170772,51.488204,1,3,2,1,12/04/2015,1,15:00,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002914
201501BS70210,525750,178920,-0.189939,51.495246,1,3,2,1,23/04/2015,5,15:40,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002812
201501BS70212,525670,179660,-0.190828,51.501914,1,3,1,1,24/04/2015,6,12:05,12,E09000020,3,315,6,30,3,2,3,4204,0,5,1,2,2,0,0,1,1,E01002889
201501BS70213,526210,177410,-0.183856,51.481573,1,3,2,1,24/04/2015,6,18:48,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002913
201501BS70214,527000,178600,-0.172057,51.492091,1,3,1,1,26/04/2015,1,15:25,12,E09000020,4,304,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002822
201501BS70216,525530,178580,-0.193227,51.492239,1,3,1,2,28/04/2015,3,06:05,12,E09000020,3,3220,2,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002850
201501BS70217,527870,178580,-0.159540,51.491715,1,3,2,3,27/04/2015,2,08:58,12,E09000020,3,3217,6,30,3,4,6,0,0,1,1,1,1,4,2,1,1,E01002859
201501BS70219,525390,180850,-0.194437,51.512670,1,3,2,1,27/04/2015,2,14:37,12,E09000020,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002886
201501BS70222,524990,178600,-0.200994,51.492538,1,3,2,1,29/04/2015,4,10:48,12,E09000020,3,4,3,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002814
201501BS70223,526890,178730,-0.173594,51.493284,1,3,1,1,29/04/2015,4,12:10,12,E09000020,4,304,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,1,E01002822
201501BS70225,526230,178920,-0.183028,51.495139,1,3,1,1,04/05/2015,2,11:40,12,E09000020,4,325,6,30,6,2,3,4,0,5,1,1,1,0,0,1,1,E01002887
201501BS70226,524360,181200,-0.209149,51.516043,1,3,2,1,30/04/2015,5,13:15,12,E09000020,4,450,6,30,6,2,4,412,0,5,1,1,1,0,0,1,1,E01002879
201501BS70227,523150,181830,-0.226358,51.521970,1,3,2,1,30/04/2015,5,13:15,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002907
201501BS70230,525350,180390,-0.195176,51.508545,1,3,1,1,29/04/2015,4,16:30,12,E09000020,3,4204,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002827
201501BS70231,526760,177740,-0.175821,51.484416,1,3,2,1,24/05/2015,1,20:16,12,E09000020,3,3220,6,30,6,2,3,3217,0,5,4,1,1,0,0,1,1,E01002845
201501BS70232,527950,177770,-0.158682,51.484418,1,3,2,1,03/05/2015,1,02:10,12,E09000020,3,3212,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01002900
201501BS70233,525650,179680,-0.191108,51.502098,1,3,1,1,02/05/2015,7,15:59,12,E09000020,3,4204,6,30,3,2,3,315,0,5,1,1,1,0,0,1,1,E01002826
201501BS70234,524360,180620,-0.209353,51.510831,1,3,2,1,29/04/2015,4,18:23,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002875
201501BS70235,526810,178810,-0.174717,51.494021,1,3,2,1,05/05/2015,3,17:40,12,E09000020,3,3218,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,E01002821
201501BS70236,526090,177250,-0.185640,51.480162,1,3,2,1,02/04/2015,5,12:10,12,E09000020,5,0,6,30,3,4,3,308,0,0,1,1,1,0,0,1,1,E01002843
201501BS70237,525330,178880,-0.196000,51.494979,1,3,1,1,05/05/2015,3,08:00,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002815
201501BS70238,526110,177190,-0.185373,51.479618,1,3,2,1,06/05/2015,4,16:55,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002843
201501BS70240,527750,178630,-0.161249,51.492191,1,3,2,1,25/04/2015,7,18:00,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002859
201501BS70241,527710,179460,-0.161525,51.499660,1,3,1,1,07/05/2015,5,12:10,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002818
201501BS70242,527870,179530,-0.159196,51.500252,1,3,2,1,07/05/2015,5,16:58,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002818
201501BS70243,524380,180110,-0.209245,51.506243,1,3,2,1,07/05/2015,5,11:17,12,E09000020,3,402,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01002871
201501BS70244,526590,177270,-0.178436,51.480230,1,3,1,1,17/05/2015,1,20:16,12,E09000020,3,3220,6,30,3,4,5,0,0,1,4,1,1,0,0,1,1,E01002840
201501BS70245,523360,181770,-0.223353,51.521385,1,3,2,1,07/05/2015,5,23:44,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002908
201501BS70247,526800,178830,-0.174854,51.494202,1,3,1,1,08/05/2015,6,13:44,12,E09000020,5,0,6,30,3,2,3,3218,0,5,1,1,1,0,0,1,1,E01002821
201501BS70248,523720,181400,-0.218297,51.517981,1,3,2,1,08/05/2015,6,10:40,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002877
201501BS70249,524170,181640,-0.211730,51.520039,1,3,2,1,12/05/2015,3,01:18,12,E09000020,4,450,6,30,6,4,5,0,0,1,4,1,1,0,0,1,1,E01002909
201501BS70250,528040,178650,-0.157067,51.492306,1,3,1,1,11/05/2015,2,15:47,12,E09000020,3,3217,1,30,1,2,3,3217,0,5,1,1,1,0,0,1,1,E01002902
201501BS70251,527630,179510,-0.162659,51.500127,1,3,1,1,11/05/2015,2,15:20,12,E09000020,3,4,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01002818
201501BS70252,526870,179010,-0.173782,51.495804,1,3,3,1,12/05/2015,3,14:22,12,E09000020,3,4,3,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002821
201501BS70253,525020,178620,-0.200555,51.492711,1,3,2,1,12/05/2015,3,18:12,12,E09000020,3,4,2,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002814
201501BS70254,526170,177690,-0.184331,51.484098,1,3,2,1,05/05/2015,3,20:45,12,E09000020,3,308,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,2,E01002912
201501BS70255,526500,178940,-0.179134,51.495258,1,3,2,1,13/05/2015,4,19:00,12,E09000020,3,4,3,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002835
201501BS70256,523960,181340,-0.214861,51.517389,1,3,2,1,13/05/2015,4,11:10,12,E09000020,4,412,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01002878
201501BS70258,523850,181450,-0.216407,51.518402,1,3,2,1,14/05/2015,5,18:40,12,E09000020,4,412,6,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01002909
201501BS70259,524660,180230,-0.205170,51.507260,1,3,1,1,14/05/2015,5,16:15,12,E09000020,3,402,6,30,3,4,6,0,0,4,1,2,2,0,0,1,1,E01002868
201501BS70260,525940,179700,-0.186925,51.502213,1,3,2,1,15/05/2015,6,00:45,12,E09000020,3,315,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,E01002889
201501BS70261,525940,178590,-0.187321,51.492238,1,3,2,1,16/05/2015,7,11:41,12,E09000020,5,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002834
201501BS70262,526750,178290,-0.175768,51.489361,1,3,2,2,15/05/2015,6,21:00,12,E09000020,3,308,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01002838
201501BS70263,527080,177980,-0.171129,51.486501,1,3,1,1,16/05/2015,7,13:12,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002844
201501BS70264,527690,179610,-0.161759,51.501012,1,3,2,1,16/05/2015,7,18:50,12,E09000020,3,4,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002818
201501BS70265,528350,177870,-0.152888,51.485226,1,3,2,2,16/05/2015,7,16:35,12,E09000020,3,3212,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01002901
201501BS70266,528540,177940,-0.150127,51.485812,1,3,2,1,17/05/2015,1,19:30,12,E09000020,3,3212,6,30,6,2,3,3216,0,5,4,1,1,0,0,2,1,E01002901
201501BS70267,526760,177740,-0.175821,51.484416,1,3,2,1,16/05/2015,7,07:50,12,E09000020,3,3220,6,30,6,2,3,3217,0,5,1,1,1,0,0,1,1,E01002845
201501BS70268,526520,178020,-0.179175,51.486986,1,3,2,1,18/05/2015,2,23:05,12,E09000020,3,308,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002911
201501BS70269,524110,181800,-0.212538,51.521490,1,2,1,1,18/05/2015,2,16:00,12,E09000020,4,450,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002905
201501BS70270,527730,179660,-0.161165,51.501452,1,2,1,2,18/05/2015,2,07:52,1,E09000033,3,4,3,30,7,2,3,315,0,5,1,1,1,0,0,1,1,E01002818
201501BS70271,526400,177430,-0.181114,51.481710,1,3,2,1,14/05/2015,5,10:35,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01002843
201501BS70272,526900,178920,-0.173382,51.494989,1,3,1,1,07/05/2015,5,12:30,12,E09000020,3,3218,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,2,E01002821
201501BS70273,527100,178380,-0.170697,51.490091,1,3,2,1,20/05/2015,4,19:58,12,E09000020,4,304,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002914
201501BS70274,524610,180280,-0.205872,51.507720,1,3,2,1,20/05/2015,4,15:00,12,E09000020,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002871
201501BS70275,527700,178430,-0.162041,51.490405,1,3,2,1,20/05/2015,4,08:08,12,E09000020,3,3217,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002861
201501BS70276,528200,178270,-0.154902,51.488854,1,3,2,1,19/05/2015,3,08:00,12,E09000020,3,3216,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002901
201501BS70277,524630,181210,-0.205256,51.516074,1,2,1,1,16/05/2015,7,23:00,12,E09000020,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002831
201501BS70279,523910,181390,-0.215564,51.517850,1,3,2,1,21/05/2015,5,21:55,12,E09000020,4,412,1,30,2,4,6,0,0,0,4,1,1,0,0,1,1,E01002878
201501BS70280,524560,179000,-0.207044,51.496228,1,3,2,1,21/05/2015,5,19:10,12,E09000020,3,315,3,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002867
201501BS70281,525830,179710,-0.188506,51.502328,1,3,1,1,21/05/2015,5,12:40,12,E09000020,3,315,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002889
201501BS70282,525100,179310,-0.199159,51.498895,1,3,2,1,22/05/2015,6,20:44,12,E09000020,3,315,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01002817
201501BS70283,524360,181200,-0.209149,51.516043,1,3,2,1,23/05/2015,7,13:00,12,E09000020,4,450,6,30,6,2,4,412,0,5,1,1,1,0,0,1,1,E01002879
201501BS70284,525500,179540,-0.193318,51.500873,1,3,1,1,24/05/2015,1,09:30,12,E09000020,3,315,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01002889
201501BS70285,526130,179640,-0.184211,51.501632,1,3,2,2,25/05/2015,2,16:36,1,E09000033,4,325,6,30,3,2,3,315,0,5,1,1,1,0,0,1,1,E01002891
201501BS70286,528050,178720,-0.156898,51.492932,1,2,1,1,20/05/2015,4,08:00,12,E09000020,3,3217,2,30,3,4,3,3217,0,1,1,1,1,0,0,1,1,E01002859
201501BS70288,527380,179290,-0.166338,51.498206,1,3,2,1,13/05/2015,4,14:00,12,E09000020,3,4,6,30,3,2,4,319,0,5,1,1,1,0,0,1,2,E01002819
201501BS70289,525630,179660,-0.191404,51.501923,1,3,1,1,20/05/2015,4,18:20,12,E09000020,3,315,6,30,3,4,3,315,0,5,1,1,1,0,0,1,1,E01002826
201501BS70290,523900,182330,-0.215377,51.526300,1,3,2,1,27/05/2015,4,08:30,12,E09000020,4,450,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002852
201501BS70291,525940,178360,-0.187403,51.490171,1,2,2,2,27/05/2015,4,13:32,12,E09000020,3,3218,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002898
201501BS70292,526980,177920,-0.172590,51.485984,1,3,1,1,27/05/2015,4,14:10,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002844
201501BS70293,526830,179670,-0.174121,51.501745,1,3,2,1,20/05/2015,4,16:25,1,E09000033,3,315,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01004689
201501BS70294,523850,181450,-0.216407,51.518402,1,3,2,1,29/05/2015,6,19:09,12,E09000020,4,412,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002909
201501BS70295,524250,181440,-0.210648,51.518224,1,2,1,1,28/05/2015,5,13:20,12,E09000020,4,450,6,30,6,4,4,412,0,1,1,1,1,0,0,1,1,E01002878
201501BS70296,525490,179530,-0.193466,51.500785,1,3,2,1,28/05/2015,5,18:50,12,E09000020,3,315,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01002816
201501BS70297,526060,179660,-0.185212,51.501827,1,3,2,1,28/05/2015,5,18:05,12,E09000020,3,315,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002889
201501BS70298,525910,178340,-0.187842,51.489998,1,3,3,1,20/05/2015,4,11:30,12,E09000020,3,3218,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01002898
201501BS70300,525710,178340,-0.190721,51.490042,1,3,2,1,30/05/2015,7,18:45,12,E09000020,3,3220,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002849
201501BS70301,524730,179100,-0.204561,51.497089,1,3,1,1,31/05/2015,1,10:34,12,E09000020,3,315,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002814
201501BS70303,525690,178350,-0.191006,51.490136,1,3,1,1,01/06/2015,2,19:38,12,E09000020,3,3220,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002849
201501BS70304,524260,181430,-0.210508,51.518132,1,3,2,1,01/06/2015,2,18:33,12,E09000020,4,450,6,30,6,4,4,412,0,1,1,1,1,0,0,1,1,E01002878
201501BS70305,525130,180400,-0.198341,51.508684,1,3,1,1,01/06/2015,2,20:00,12,E09000020,3,402,3,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01002828
201501BS70307,526750,177740,-0.175965,51.484418,1,3,2,1,03/06/2015,4,18:30,12,E09000020,3,3217,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002845
201501BS70308,526670,177870,-0.177070,51.485604,1,3,2,1,02/06/2015,3,16:25,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002911
201501BS70309,524750,180400,-0.203814,51.508768,1,3,2,1,02/06/2015,3,17:35,12,E09000020,4,450,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01002871
201501BS70310,524170,181640,-0.211730,51.520039,1,3,2,1,03/06/2015,4,07:48,12,E09000020,4,450,6,30,6,4,5,0,0,1,1,1,1,0,0,1,1,E01002909
201501BS70311,523930,179930,-0.215788,51.504724,1,3,1,1,06/06/2015,7,15:15,11,E09000013,3,402,1,30,1,2,3,3220,0,5,1,1,1,0,0,1,2,E01002869
201501BS70312,525450,179990,-0.193878,51.504928,1,3,2,1,06/06/2015,7,18:08,12,E09000020,3,4204,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002826
201501BS70313,526650,178180,-0.177247,51.488395,1,3,1,1,05/06/2015,6,14:44,12,E09000020,3,308,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002838
201501BS70316,527330,178300,-0.167415,51.489320,1,3,1,1,05/06/2015,6,10:13,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002914
201501BS70317,525340,179480,-0.195643,51.500369,1,3,2,1,05/06/2015,6,17:30,12,E09000020,6,0,2,30,3,4,3,315,0,0,1,1,1,0,0,1,1,E01002865
201501BS70318,524730,180450,-0.204084,51.509222,1,3,2,1,05/06/2015,6,13:30,12,E09000020,4,450,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002871
201501BS70321,525780,178630,-0.189610,51.492633,1,2,2,1,21/05/2015,5,10:00,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002834
201501BS70322,524120,182330,-0.212208,51.526251,1,3,1,1,09/06/2015,3,08:20,12,E09000020,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002852
201501BS70323,525410,180090,-0.194419,51.505836,1,3,2,1,09/06/2015,3,14:05,12,E09000020,3,4204,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002824
201501BS70324,524860,181890,-0.201702,51.522134,1,3,2,1,09/06/2015,3,11:50,1,E09000033,5,0,6,30,3,4,3,4207,0,1,1,1,1,0,0,1,1,E01002854
201501BS70325,527640,178370,-0.162927,51.489880,1,3,1,1,09/06/2015,3,18:59,12,E09000020,3,3217,6,30,0,-1,-1,0,0,1,1,1,1,0,6,1,1,E01002903
201501BS70326,526950,177500,-0.173172,51.482216,1,3,2,1,10/06/2015,4,18:57,12,E09000020,3,3212,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,
201501BS70327,523580,181170,-0.220394,51.515945,1,3,2,2,11/06/2015,5,02:45,11,E09000013,3,3220,1,30,1,4,3,40,0,0,4,1,1,0,0,1,1,E01002877
201501BS70328,526090,177590,-0.185519,51.483217,1,3,2,1,14/06/2015,1,06:00,12,E09000020,3,308,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002912
201501BS70329,524160,181660,-0.211867,51.520221,1,2,1,1,11/06/2015,5,17:25,12,E09000020,4,450,6,30,6,4,5,0,0,1,1,1,1,0,0,1,1,E01002909
201501BS70330,525390,180210,-0.194664,51.506919,1,3,2,1,13/06/2015,7,11:45,12,E09000020,3,4204,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002827
201501BS70331,527110,178200,-0.170618,51.488471,1,3,2,2,14/06/2015,1,12:43,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002914
201501BS70332,524870,181890,-0.201558,51.522132,1,3,2,1,11/06/2015,5,17:38,1,E09000033,3,4207,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01002854
201501BS70333,528510,177990,-0.150541,51.486268,1,3,1,1,07/06/2015,1,20:30,12,E09000020,3,3216,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002901
201501BS70334,526750,177740,-0.175965,51.484418,1,3,2,1,09/06/2015,3,08:05,12,E09000020,3,3217,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,2,E01002845
201501BS70335,523930,179930,-0.215788,51.504724,1,3,1,1,10/06/2015,4,17:30,11,E09000013,3,402,1,30,1,2,3,3220,0,5,1,1,1,0,0,1,2,E01002869
201501BS70336,524920,178750,-0.201949,51.493902,1,3,1,1,20/06/2015,7,00:44,12,E09000020,3,3220,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002814
201501BS70338,527380,179370,-0.166309,51.498925,1,3,2,1,21/06/2015,1,16:20,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002819
201501BS70340,525370,178340,-0.195616,51.490117,1,3,1,1,18/06/2015,5,15:00,12,E09000020,3,3220,2,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002846
201501BS70341,525190,180510,-0.197438,51.509659,1,3,2,1,20/06/2015,7,00:50,12,E09000020,3,4206,6,30,2,4,4,415,0,1,4,1,1,0,0,1,1,E01002884
201501BS70342,523130,181610,-0.226723,51.519997,1,3,1,1,20/06/2015,7,10:15,12,E09000020,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,2,1,1,E01002908
201501BS70343,524170,181490,-0.211783,51.518691,1,3,3,2,21/06/2015,1,14:26,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002878
201501BS70344,524980,180380,-0.200508,51.508537,1,3,2,1,22/06/2015,2,13:35,12,E09000020,3,402,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01002828
201501BS70345,526670,178190,-0.176955,51.488480,1,3,2,1,22/06/2015,2,20:30,12,E09000020,3,308,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002910
201501BS70346,525660,178220,-0.191484,51.488975,1,3,2,1,21/06/2015,1,11:28,12,E09000020,3,3218,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002894
201501BS70347,525230,180430,-0.196890,51.508931,1,2,2,1,10/06/2015,4,13:00,12,E09000020,3,402,3,30,3,2,3,402,0,5,1,1,1,0,0,1,2,E01002827
201501BS70348,526510,178030,-0.179316,51.487078,1,2,1,2,23/06/2015,3,08:15,12,E09000020,5,0,6,30,6,2,3,308,0,5,1,1,1,0,0,1,1,E01002895
201501BS70349,526770,177710,-0.175688,51.484144,1,3,2,1,23/06/2015,3,07:45,12,E09000020,3,3220,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002845
201501BS70350,524710,180260,-0.204439,51.507518,1,3,2,1,24/06/2015,4,14:34,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002871
201501BS70351,526660,178400,-0.177024,51.490369,1,3,2,1,25/06/2015,5,02:34,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002838
201501BS70352,524550,180810,-0.206549,51.512497,1,3,2,4,25/06/2015,5,16:59,12,E09000020,4,450,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01002875
